name,molecule,ksize,sigma,expected_collisions,n_unique_kmers,n_theoretical_kmers_log10,n_unique_kmers_log10,unique_over_theoretical_log10
not_eukaryota,protein20,2,20,2.56000119808035e-26,400,2.6020599913279625,2.6020599913279625,0.0
not_eukaryota,protein20,3,20,4.09600191692856e-21,8000,3.9030899869919438,3.9030899869919438,0.0
not_eukaryota,protein20,4,20,6.542141785926857e-16,159943,5.204119982655925,5.203965237681161,-0.00015474497476386517
not_eukaryota,protein20,5,20,6.914576290588372e-11,2887955,6.505149978319906,6.460590421790972,-0.04455955652893451
not_eukaryota,protein20,6,20,2.1281631318871229e-07,21712506,7.8061799739838875,7.33670995146743,-0.4694700225164574
not_eukaryota,protein20,7,20,3.322691076299731e-06,43631710,9.107209969647869,7.639802234050564,-1.4674077355973045
not_eukaryota,protein20,8,20,5.844311801850317e-06,50417381,10.40823996531185,7.702580281903895,-2.705659683407955
not_eukaryota,protein20,9,20,7.121060961482119e-06,53041730,11.709269960975831,7.724617680502315,-3.984652280473516
not_eukaryota,protein20,10,20,8.159503449998796e-06,54928963,13.010299956639813,7.739801400084004,-5.2704985565558085
not_eukaryota,protein20,11,20,9.112609402350685e-06,56509388,14.311329952303794,7.752120603888552,-6.559209348415242
not_eukaryota,protein20,12,20,9.992948540039698e-06,57866032,15.612359947967775,7.762423702864888,-7.849936245102887
not_eukaryota,protein20,13,20,1.0804188370358669e-05,59043268,16.913389943631756,7.771170387349677,-9.142219556282079
not_eukaryota,protein20,14,20,1.1553321035003116e-05,60071021,18.214419939295738,7.778665013517153,-10.435754925778586
not_eukaryota,protein20,15,20,1.224010960973601e-05,60971113,19.51544993495972,7.785124122942971,-11.730325812016748
not_eukaryota,protein20,16,20,1.286848997115794e-05,61761481,20.8164799306237,7.7907177015507365,-13.025762229072964
not_eukaryota,protein20,17,20,1.3440711217573497e-05,62458204,22.11750992628768,7.795589491836162,-14.32192043445152
not_eukaryota,protein20,18,20,1.3961245879573455e-05,63074147,23.418539921951663,7.79985138593241,-15.618688536019253
not_eukaryota,protein20,19,20,1.4432629336935241e-05,63618245,24.719569917615644,7.80358168430406,-16.915988233311584
not_eukaryota,protein20,20,20,1.4860873691270583e-05,64099249,26.020599913279625,7.806852941265049,-18.213746972014576
not_eukaryota,protein20,21,20,1.5247784531286982e-05,64525396,27.321629908943606,7.809730678540775,-19.511899230402832
not_eukaryota,protein20,22,20,1.559484119879841e-05,64902421,28.622659904607588,7.812260897221481,-20.810399007386106
not_eukaryota,protein20,23,20,1.5906751027892518e-05,65235549,29.92368990027157,7.814484321609762,-22.109205578661808
not_eukaryota,protein20,24,20,1.6186343709482812e-05,65530091,31.22471989593555,7.816440771050453,-23.408279124885098
not_eukaryota,protein20,25,20,1.6436477108110343e-05,65789624,32.52574989159953,7.818157404330126,-24.707592487269405
not_eukaryota,protein20,26,20,1.665621128398786e-05,66017746,33.82677988726351,7.819660692419725,-26.00711919484379
not_eukaryota,protein20,27,20,1.6853109783825127e-05,66217049,35.127809882927494,7.820969822269668,-27.306840060657827
not_eukaryota,protein20,28,20,1.7022602945592787e-05,66390703,36.428839878591475,7.822107267342572,-28.6067326112489
not_eukaryota,protein20,29,20,1.7174847571963825e-05,66541005,37.729869874255456,7.823089355935542,-29.906780518319913
not_eukaryota,protein20,30,20,1.730700123191932e-05,66669673,39.03089986991944,7.823928325012412,-31.206971544907027
not_eukaryota,protein20,31,20,1.7412832369326797e-05,66779025,40.33192986558342,7.824640073894587,-32.507289791688834
not_eukaryota,protein20,32,20,1.750636919104477e-05,66870634,41.6329598612474,7.825235440762279,-33.80772442048512
not_eukaryota,protein20,33,20,1.7582447247418186e-05,66946085,42.93398985691138,7.825725184595059,-35.108264672316324
not_eukaryota,protein20,34,20,1.7647296505595598e-05,67006622,44.23501985257536,7.826117724431389,-36.40890212814397
not_eukaryota,protein20,35,20,1.7692410010124098e-05,67053251,45.536049848239344,7.8264198389681265,-37.709630009271216
not_eukaryota,protein20,36,20,1.7725296270914042e-05,67087086,46.837079843903325,7.826638928235911,-39.01044091566742
not_eukaryota,protein20,37,20,1.774955158572854e-05,67109006,48.138109839567306,7.826780806214415,-40.31132903335289
not_eukaryota,protein20,38,20,1.7762362729414285e-05,67119774,49.43913983523129,7.826850485503627,-41.61228934972766
not_eukaryota,protein20,39,20,1.776300078717894e-05,67120562,50.74016983089527,7.826855584180552,-42.91331424671472
not_eukaryota,protein20,40,20,1.774736949171026e-05,67111700,52.04119982655925,7.826798240027263,-44.214401586531984
not_eukaryota,protein20,41,20,1.7734530386474926e-05,67094070,53.34222982222323,7.826684137455369,-45.515545684767865
not_eukaryota,protein20,42,20,1.770793729225703e-05,67068213,54.64325981788721,7.826516734929018,-46.8167430829582
not_eukaryota,protein20,43,20,1.76724900272598e-05,67034524,55.944289813551194,7.826298529880621,-48.11799128367058
not_eukaryota,protein20,44,20,1.7631637160521966e-05,66993399,57.245319809215175,7.826032012863435,-49.41928779635174
not_eukaryota,protein20,45,20,1.7583468202992307e-05,66945345,58.546349804879156,7.825720384020196,-50.72062942085896
not_eukaryota,protein20,46,20,1.752430564878412e-05,66890721,59.84737980054314,7.825365877140164,-52.02201392340297
not_eukaryota,protein20,47,20,1.7464899157616955e-05,66829791,61.14840979620712,7.824970102935923,-53.3234396932712
not_eukaryota,protein20,48,20,1.739800926093152e-05,66762925,62.4494397918711,7.824535355621527,-54.62490443624957
not_eukaryota,protein20,49,20,1.7322950806324242e-05,66690253,63.75046978753508,7.824062364986437,-55.92640742254864
