name,molecule,ksize,sigma,expected_collisions,n_unique_kmers,n_theoretical_kmers_log10,n_unique_kmers_log10,unique_over_theoretical_log10
archea,protein20,2,20,2.5600583688317534e-18,400,2.6020599913279625,2.6020599913279625,0.0
archea,protein20,3,20,4.0899527052604676e-13,8000,3.9030899869919438,3.9030899869919438,0.0
archea,protein20,4,20,4.968107155679259e-08,150388,5.204119982655925,5.177213183717719,-0.02690679893820569
archea,protein20,5,20,0.00027779921757692974,1382096,6.505149978319906,6.14053821005863,-0.36461176826127595
archea,protein20,6,20,0.006304391329549495,3305492,7.8061799739838875,6.519236110412409,-1.2869438635714783
archea,protein20,7,20,0.011195916250701156,3924778,9.107209969647869,6.5938150964693785,-2.5133948731784903
archea,protein20,8,20,0.012903892581754471,4096601,10.40823996531185,6.612423666677887,-3.795816298633963
archea,protein20,9,20,0.01391289316814286,4194422,11.709269960975831,6.622672122612768,-5.086597838363064
archea,protein20,10,20,0.014736667082546435,4269641,13.010299956639813,6.630391360206873,-6.37990859643294
archea,protein20,11,20,0.015428372367921708,4329460,14.311329952303794,6.63643373153927,-7.6748962207645235
archea,protein20,12,20,0.016000386038300753,4377867,15.612359947967775,6.64126256352623,-8.971097384441546
archea,protein20,13,20,0.01645736966680013,4417099,16.913389943631756,6.645137133166447,-10.26825281046531
archea,protein20,14,20,0.016831469643538828,4448872,18.214419939295738,6.648249910694466,-11.56617002860127
archea,protein20,15,20,0.017145707670786978,4474458,19.51544993495972,6.650740435883193,-12.864709499076525
archea,protein20,16,20,0.017389903407517008,4495017,20.8164799306237,6.652731338559176,-14.163748592064524
archea,protein20,17,20,0.01759580972617973,4511437,22.11750992628768,6.654314897037072,-15.46319502925061
archea,protein20,18,20,0.01777024415420401,4524067,23.418539921951663,6.655529028064828,-16.763010893886836
archea,protein20,19,20,0.017875255535070387,4534012,24.719569917615644,6.656482665222984,-18.06308725239266
archea,protein20,20,20,0.017973720762489622,4540601,26.020599913279625,6.657113340458201,-19.363486572821422
archea,protein20,21,20,0.018027680727720825,4545206,27.321629908943606,6.65755357130625,-20.664076337637354
archea,protein20,22,20,0.01807570761890993,4548261,28.622659904607588,6.65784537853272,-21.964814526074868
archea,protein20,23,20,0.01807821205660674,4549156,29.92368990027157,6.65793082994438,-23.26575907032719
archea,protein20,24,20,0.018084701140989246,4548676,31.22471989593555,6.657885003344921,-24.566834892590627
archea,protein20,25,20,0.018061592980425874,4546373,32.52574989159953,6.6576650638562604,-25.86808482774327
archea,protein20,26,20,0.017999142513117752,4543475,33.82677988726351,6.657388142734764,-27.16939174452875
archea,protein20,27,20,0.01793656005754762,4539377,35.127809882927494,6.6569962528509246,-28.47081363007657
archea,protein20,28,20,0.017903626753641932,4533943,36.428839878591475,6.65647605594465,-29.772363822646824
archea,protein20,29,20,0.017810207708338827,4528018,37.729869874255456,6.655908144612445,-31.07396172964301
archea,protein20,30,20,0.01774226498491395,4521384,39.03089986991944,6.655271393121227,-32.37562847679821
archea,protein20,31,20,0.017636485405763288,4513743,40.33192986558342,6.654536827923118,-33.6773930376603
archea,dayhoff6,2,6,1.6796542957905137e-22,36,1.5563025007672873,1.5563025007672873,0.0
archea,dayhoff6,3,6,2.1768319673445056e-19,216,2.3344537511509307,2.3344537511509307,0.0
archea,dayhoff6,4,6,2.7607149772043076e-16,1289,3.1126050015345745,3.110252917353403,-0.0023520841811714988
